A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
43199,46801,3600,3600,3600,0,1800,0,1800,18000,3600,0,3600,0,10800,7200,5400,3600,5400,53999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,7200,3600,3600,3600,10800,1800,0,1800,28800,1800,0,7200,0,10800,0,5400,5400,5400,64799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
55799,37801,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,0,3600,1800,3600,8999,0
1800,1800,3600,3600,3600,0,1800,0,1800,27000,1800,0,7200,0,19800,0,5400,3600,5400,80999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,6300,3600,3600,3600,7200,1800,0,1800,30600,1800,0,3600,0,12600,7200,5400,1800,5400,84599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
7199,1,3600,3600,3600,0,3600,0,1800,0,1800,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
68399,23401,3600,3600,3600,1800,1800,0,1800,18000,3600,0,3600,0,7200,14400,5400,3600,5400,71999,0
5399,1,3600,3600,3600,9000,1800,0,1800,27000,3600,0,5400,0,10800,1800,5400,1800,5400,1799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
600,4800,3600,3600,46799,52201,1800,1800,1800,27000,1800,0,7200,0,21600,0,5400,3600,5400,43199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
50399,39601,3600,3600,3600,600,1800,1200,1800,0,3600,3600,3600,0,7200,600,4800,600,4200,2399,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
61199,30601,3600,3600,3600,1800,1800,1800,1800,12600,3600,0,3600,0,9000,9000,5400,3600,5400,71999,0
35999,55801,3600,3600,3600,1800,1800,1800,1800,23400,3600,0,3600,0,10800,0,5400,0,5400,46799,0
55799,34201,3600,3600,3600,0,3600,0,1800,0,3600,0,5400,0,9000,18000,5400,3600,5400,71999,0
86399,3601,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,3600,0,5400,0,5400,44999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
53999,39601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
55799,37801,3600,3600,3600,12600,3600,0,3600,0,3600,0,3600,0,7200,0,30600,59399,0,0,0
53999,39601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
37799,54001,3600,3600,3600,21599,0,66601,1800,37800,7200,0,5400,0,10800,43199,0,55801,5400,25199,0
21599,68401,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,600,3600,62999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,6000,3600,3600,3600,14400,1800,1800,1800,34200,1800,0,5400,0,10800,0,5400,3600,5400,14399,0
64799,27001,3600,3600,3600,600,3600,1200,3600,1200,3600,0,3600,0,7200,0,3600,3600,3600,3600,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,70201,3600,3600,3600,1800,1800,1800,1800,85200,4800,0,5400,0,9000,1800,7200,57599,0,0,0
50399,41401,3600,3600,3600,1800,1800,1800,1800,0,3600,0,3600,0,7200,12600,7200,79199,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,1800,0,3600
1800,7200,3600,3600,3600,3600,1800,0,1800,27000,1800,0,7200,0,20700,900,5400,1800,5400,43199,0
1800,4500,2700,3000,4200,18000,1800,0,1800,30600,1800,0,7200,0,12600,0,5400,1800,5400,44999,0
64799,28801,3600,3600,3600,1800,1800,1800,1800,12600,7200,82800,3600,0,7200,12600,5400,3600,5400,71999,0
61199,30601,3600,3600,3600,1800,1800,1800,1800,19800,3600,57600,3600,0,10800,1800,5400,0,7200,14399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,55801,3600,3600,3600,1800,1800,0,1800,34200,3600,0,3600,0,19800,0,5400,1800,5400,26999,0
25199,66601,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,62999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
3599,3601,3600,3600,3600,1800,1800,3600,3600,0,3600,0,3600,0,3600,0,5400,0,3600,41399,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
37799,54001,3600,3600,3600,7200,5400,0,1800,25200,3600,0,5400,0,12600,5400,5400,1800,5400,28799,0
82799,9001,3600,3600,3600,1800,1800,1800,1800,28800,3600,26999,0,63001,9000,7200,5400,1800,5400,80999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,36001,3600,3600,3600,600,2100,1800,2400,0,2400,0,5400,0,0,6900,6300,2700,5400,3599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
75599,14401,3600,3600,3600,14400,1800,0,1800,32400,3600,0,7200,0,10800,0,5400,1800,5400,62999,0
21599,68401,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,600,5400,62999,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
600,4800,3600,3600,3600,14400,1800,0,1800,27000,1800,28799,0,64801,14400,0,5400,3600,5400,79199,0
21599,72001,3600,3600,3600,0,3600,3600,0,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
61199,28801,3600,3600,3600,3600,1800,85800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,14399,0
25199,66601,3600,3600,3600,10800,1800,1800,1800,30600,3600,0,3600,0,9000,1800,5400,1800,5400,17999,0
3599,1801,3600,3600,3600,1800,3600,1800,1800,14400,3600,0,5400,0,14400,0,5400,1800,1800,17999,0
600,6600,3600,3600,3600,12600,1800,0,1800,30600,1800,0,5400,0,14400,0,5400,1800,5400,12599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,9000,84600,7200,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
43199,48601,3600,3600,3600,1800,1800,1800,1800,39600,3600,0,5400,0,7200,0,7200,3600,5400,34199,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
46799,45001,3600,3600,3600,1800,1800,1800,1800,25200,3600,0,3600,0,19800,0,5400,1800,5400,44999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,72000,3600,3600,34200,1800,1800,1800,21600,1800,0,5400,0,25200,0,5400,1800,5400,59399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
64799,28801,3600,3600,3600,10800,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
7199,84601,1799,5401,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,7200,43199,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
66599,25201,3600,3600,3600,0,1800,1800,1800,16800,1800,1200,7200,0,18000,1800,5400,1800,5400,71999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,5400,3600,3600,3600,3000,1800,0,1800,32400,1800,0,3600,0,16200,0,5400,5400,5400,32399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
28799,63001,3600,72000,21600,28800,1800,1800,1800,18000,3600,0,3600,0,9000,3600,5400,1800,12600,7199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
23399,68401,3600,3600,3600,18000,1800,0,1800,25200,3600,0,5400,0,9000,1800,5400,1800,5400,14399,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,44999,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
34199,55801,3600,3600,3600,1800,1800,0,1800,28800,3600,0,3600,0,21600,1800,5400,1800,5400,28799,0
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
41399,50401,3600,3600,3600,1800,1800,1800,1800,0,1800,0,5400,0,10800,7200,5400,1800,5400,66599,0
19799,72001,3600,3600,3600,23400,1800,0,1800,30600,3600,0,5400,0,7200,84600,5400,1800,5400,5399,0
900,6300,3600,3600,3600,14400,1800,1800,9000,16200,1800,0,7200,0,10800,0,5400,1800,5400,70199,0
7199,84601,3600,3600,3600,7200,1800,1800,1800,25200,3600,0,5400,0,12600,0,5400,3600,5400,3599,0
25199,64801,3600,3600,3600,14400,1800,0,1800,32400,3600,0,5400,0,9000,1800,5400,0,7200,14399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,27001,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,3600,17999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
68399,21601,5400,3600,3600,7200,1800,0,1800,21600,1800,0,5400,0,23400,0,5400,3600,5400,61199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
1800,4500,3600,3600,3600,9900,1800,0,1800,36000,1800,0,7200,0,16200,0,5400,52199,0,0,0
7199,84601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,5400,0,14400,43199,0,0,0
300,6900,3600,3600,3600,9900,1800,0,1800,16200,1800,0,7200,0,27000,0,5400,3600,5400,61199,0
39599,52201,3600,3600,3600,0,1800,0,1800,37800,3600,0,5400,0,12600,5400,5400,1800,5400,28799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,70201,3600,3600,3600,5400,1800,0,1800,34200,3600,0,3600,0,10800,3600,5400,1800,5400,14399,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
75599,16201,3600,3600,3600,1800,1800,1800,1800,25200,3600,0,3600,0,19800,0,5400,3600,5400,71999,0
86399,5401,3600,3600,3600,1800,1800,1800,1800,0,3600,1800,5400,0,10800,3600,7200,30599,0,0,0
1800,5400,3600,3600,3600,9000,1800,1800,1800,30600,1800,0,7200,0,14400,0,5400,1800,5400,12599,0
21599,68401,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4800,600,3600,62399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,3600,3600,3600,19800,1800,0,1800,23400,1800,0,7200,0,14400,0,5400,3600,5400,82799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
3599,1,3600,3600,3600,12600,0,0,1800,27000,3600,0,5400,0,14400,0,5400,1800,5400,84599,0
5399,1,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,43199,0
57599,36001,3600,3600,3600,0,3600,0,3600,1800,1800,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
43199,48601,3600,3600,3600,1800,1800,1800,1800,14400,3600,0,3600,0,9000,7200,5400,1800,5400,55799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,43199,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
0,81001,3600,3600,3600,1800,1800,1800,1800,12600,3600,0,5400,0,16200,1800,5400,2400,6000,20399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,84601,3600,3600,3600,1800,1800,1800,1800,9000,3600,1800,5400,0,7200,5400,5400,0,7200,25199,0
46799,48601,3600,3600,3600,1800,1800,0,1800,0,1800,0,3600,0,7200,12000,6000,3000,6000,68399,0
10799,79201,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,50399,0
7199,84601,46800,46800,3600,14400,1800,0,1800,23400,3600,0,5400,0,10800,3600,7200,3600,5400,82799,0
10799,81001,3600,3600,3600,18000,1800,0,1800,23400,3600,0,5400,0,9000,5400,5400,3600,7200,82799,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,70199,0,0,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
68399,23401,3600,3600,3600,1800,1800,0,1800,19800,1800,3600,7200,0,1800,0,5400,3600,7200,82799,0
7199,82801,3600,3600,3600,0,1800,77399,0,12601,3600,0,3600,0,6600,0,4800,1200,4800,49199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
23399,66601,3600,3600,3600,12600,1800,0,1800,29400,3600,85800,5400,0,16200,0,5400,1800,5400,12599,0
47699,55801,3600,3600,3600,0,3600,600,1800,0,4800,0,3600,0,3600,0,3600,1800,3600,79199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
46799,45001,3600,3600,3600,1800,1800,1800,1800,14400,3600,0,5400,0,16200,0,5400,3600,5400,55799,0
34199,57601,3600,3600,3600,600,1200,600,1200,36000,3600,0,3600,0,7200,12600,5400,0,3600,28799,0
10799,82801,3600,3600,3600,1800,1800,1800,1800,7200,3600,0,3600,0,10800,10800,5400,3600,5400,21599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
3599,1801,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,41399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
75599,14401,3600,3600,3600,16200,1800,1800,1800,18000,1800,0,10800,0,19800,0,3600,5400,5400,61199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,19800,1800,1800,1800,28800,1800,0,7200,0,14400,0,5400,1800,5400,12599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
86399,5401,3600,3600,3600,1800,1800,5400,1800,30600,3600,0,5400,0,7200,0,5400,0,3600,3599,0
26999,65101,4200,3600,3600,11700,1800,1800,1800,25800,1800,85800,3600,0,12600,0,5400,7200,5400,17999,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,6600,3600,3600,3600,11400,1200,0,1800,28800,1800,0,3600,0,19800,0,5400,3600,5400,43199,0
75599,14401,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,28799,0
1800,5400,4800,3600,3600,11400,1800,1800,1800,32400,1800,0,7200,0,16200,0,5400,1800,5400,44999,0
57599,34201,3600,3600,3600,10800,3600,0,1800,25200,3600,0,3600,0,10800,10800,5400,3600,5400,43199,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,12600,1800,0,0,23400,1800,0,7200,0,14400,0,5400,3600,5400,35999,0
35999,57601,3600,3600,3600,82800,7200,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,7500,3600,3600,3600,11400,1800,0,1800,25200,1800,0,7200,0,16200,0,5400,5400,5400,32399,0
17999,75601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
61199,32401,82800,10800,3600,0,1800,600,1200,28800,3600,0,5400,0,16200,0,5400,3600,3600,59399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,12600,1800,1800,1800,18000,1800,0,7200,0,18000,0,5400,3600,5400,34199,0
900,5700,3600,3600,3600,2400,1800,1800,1800,27000,1800,0,7200,0,7200,0,5400,1800,5400,73799,0
62999,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,9000,0,5400,3600,5400,8999,0
80999,10801,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,5400,0,10800,1800,5400,3600,5400,3599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
79199,14401,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,34199,0,0,0
64799,28801,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,0,16200,10799,0,0,0
23399,66601,3600,3600,3600,0,1800,0,1800,12600,3600,0,5400,0,7200,9000,5400,1800,5400,41399,0
900,6300,3600,3600,3600,21600,1800,0,1800,27000,1800,0,7200,0,12600,0,3600,3600,3600,84599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
57599,32401,3600,3600,3600,1800,1800,1800,1800,5400,3600,0,5400,0,3600,18000,5400,3600,5400,71999,0
32399,57601,3600,3600,3600,3600,1800,0,1800,25200,3600,0,5400,0,19800,0,5400,1800,5400,30599,0
35999,55801,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,0,3600,1800,3600,1800,3600
34199,57601,3600,3600,3600,1800,1800,1800,1800,18000,3600,3600,3600,0,10800,3600,7200,46799,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
73799,18001,3600,3600,3600,12600,1800,1800,1800,18000,3600,0,5400,0,9000,7200,5400,7200,9000,61199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,27001,3600,3600,3600,15000,1200,0,1800,34200,1800,0,3600,0,19800,0,5400,1800,5400,44999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
57599,34201,3600,3600,3600,0,1800,1800,1800,7200,3600,0,5400,0,9000,21600,5400,3600,5400,61199,0
5399,1,3600,3600,3600,1800,1800,1800,1800,1800,3600,0,5400,0,7200,18000,5400,1800,3600,21599,0
57599,32401,3600,3600,3600,1800,1800,1800,3600,27000,3600,0,5400,0,9000,3600,5400,3600,5400,57599,0
75599,14401,3600,3600,3600,0,1800,0,1800,0,2400,0,3600,0,8400,7200,5400,3600,5400,21599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,9000,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,3600,0,7200,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
